,OBJECTID,stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,agency_id,location_t,parent_sta,wheelchair,Route,Route_Dir,Shelter,Bench,Schedule,Light,Reaitime,PK_MD_WE,jurisdicti,relative_p,cardinal_d,primary_st,address_ra,cross_loca,geometry
1144,13936,6114,6114,Fourier & Deming (SB),This stop (#6114) is southbound on the 1298 block of Fourier Dr farside Deming Way,43.085714,-89.527917,MMT,0,,1,73,,0,0,0,0,0,110,CMAD,1,180.0,Fourier,1298,Deming,POINT (-89.52791616959406 43.08571622902306)
1145,13937,6115,6115,Old Sauk & Everglade (EB),This stop (#6115) is eastbound on the 6799 block of Old Sauk Rd farside Everglade Cir,43.075126,-89.497915,MMT,0,,1,"15, 68",,0,0,0,0,0,111,CMAD,1,90.0,Old Sauk,6799,Everglade,POINT (-89.49791418687717 43.07512823163857)
1146,13938,6120,6120,Century & Marina (WB),This stop (#6120) is westbound on the 6098 block of Century Ave nearside Marina Dr,43.105985,-89.484215,MMT,0,,1,"70, 72, 78",,0,0,0,0,0,111,CMID,3,270.0,Century,6098,Marina,POINT (-89.48421408869321 43.10598724821486)
1147,13939,6121,6121,D'onofrio & Mineral Point (NB),This stop (#6121) is northbound on the 401 block of D'onofrio Dr nearside Mineral Point Rd,43.059709,-89.512684,MMT,0,,1,None,,0,0,0,0,0,000,CMAD,3,0.0,D'onofrio,401,Mineral Point,POINT (-89.51268324621206 43.05971122949929)
1148,13940,6122,6122,Greenway & J Q Hammons (WB),This stop (#6122) is westbound on the 8300 block of Greenway Blvd farside John Q Hammons Dr,43.090292,-89.525072,MMT,0,,0,73,,0,0,0,0,0,110,CMID,1,270.0,Greenway,8300,J Q Hammons,POINT (-89.52507115263521 43.09029422897692)
1149,13941,6123,6123,Watts & S Burberry (EB),This stop (#6123) is eastbound on the 7499 block of Watts Rd farside Burberry Dr (S),43.050845,-89.513376,MMT,0,,1,"63, 73",,0,0,0,0,0,111,CMAD,1,90.0,Watts,7499,S Burberry,POINT (-89.51337527690239 43.0508472300661)
1150,13942,6129,6129,Mineral Point & Yellowstone (EB),This stop (#6129) is eastbound on the 6499 block of Mineral Point Rd farside Yellowstone Dr (S),43.060626,-89.491531,MMT,0,,1,67,,0,0,0,0,0,111,CMAD,1,90.0,Mineral Point,6499,Yellowstone,POINT (-89.49153023433293 43.06062823857021)
1151,13943,6130,6130,Randolph & Westward (SB),This stop (#6130) is southbound on the 312 block of Randolph Dr nearside Westward Way,43.061526,-89.512785,MMT,0,,1,15,,0,0,1,0,0,110,CMAD,3,180.0,Randolph,312,Westward,POINT (-89.51278424014934 43.06152822977658)
1152,13944,6134,6134,University & Park (WB),This stop (#6134) is westbound on the 7000 block of University Ave farside Park St,43.097219,-89.502113,MMT,0,,1,None,,0,0,0,0,0,000,CMID,1,270.0,University,7000,Park,POINT (-89.50211211498674 43.09722122838314)
1153,13945,6136,6136,Old Sauk & N Westfield (WB),This stop (#6136) is westbound on the 7198 block of Old Sauk Rd nearside Westfield Rd (N),43.07529,-89.50731,MMT,0,,1,68,,0,0,0,0,0,001,CMAD,3,270.0,Old Sauk,7198,N Westfield,POINT (-89.50730919071479 43.07529222913186)
1154,13946,6137,6137,Excelsior & Deming (EB),This stop (#6137) is eastbound on the 8599 block of Excelsior Dr farside Deming Way,43.076553,-89.531014,MMT,0,,1,68,,0,0,0,0,0,001,CMAD,1,90.0,Excelsior,8599,Deming,POINT (-89.53101320329951 43.07655522892955)
1155,13947,6138,6138,Market & Aspen (WB),This stop (#6138) is westbound on the 8450 block of Market St nearside Aspen Cmns,43.093081,-89.529917,MMT,0,,0,None,,0,0,0,0,0,000,CMID,3,270.0,Market,8450,Aspen,POINT (-89.52991614562505 43.09308322884764)
1156,13948,6140,6140,N High Point & Sauk Creek (SB),This stop (#6140) is southbound on the 500 block of High Point Rd (N) nearside Sauk Creek Dr,43.072425,-89.520021,MMT,0,,1,15,,0,0,0,0,0,110,CMAD,3,180.0,N High Point,500,Sauk Creek,POINT (-89.5200202096059 43.07242722972104)
1157,13949,6141,6141,Greenway & Gialamas (NB),This stop (#6141) is northbound on the 8599 block of Greenway Blvd farside Gialamas Way,43.086399,-89.533783,MMT,0,,0,73,,0,0,0,0,0,110,CMID,1,0.0,Greenway,8599,Gialamas,POINT (-89.53378217200333 43.08640122911534)
1158,13950,6142,6142,Mendota & University (WB),This stop (#6142) is westbound on the 6698 block of Mendota Ave nearside University Ave,43.096319,-89.494925,MMT,0,,0,78,,0,0,0,0,0,001,CMID,3,270.0,Mendota,6698,University,POINT (-89.49492411666368 43.09632123415446)
1159,13951,6146,6146,Park & Pheasant Branch (SB),This stop (#6146) is southbound on the 2500 block of Park St adjacent Pheasant Branch Path,43.102842,-89.502515,MMT,0,,0,"70, 72",,0,0,0,0,0,110,CMID,2,180.0,Park,2500,Pheasant Branch,POINT (-89.50251409583879 43.10284422750565)
1160,13952,6147,6147,University & Gateway (NB),This stop (#6147) is northbound on the 6298 block of University Ave nearside Gateway St (N),43.092418,-89.489611,MMT,0,,1,72,,0,0,0,0,0,100,CMID,3,0.0,University,6298,Gateway,POINT (-89.48961013162673 43.09242024130754)
1161,13953,6148,6148,Inner & Yellowstone (WB),This stop (#6148) is westbound on the 6500 block of Inner Dr farside Yellowstone Dr (N),43.067617,-89.493673,MMT,0,,1,None,,0,0,0,0,0,000,CMAD,1,270.0,Inner,6500,Yellowstone,POINT (-89.4936722112096 43.06761923657411)
1162,13954,6149,6149,Excelsior & Fourier (EB),This stop (#6149) is eastbound on the 8199 block of Excelsior Dr farside Fourier Dr,43.079763,-89.524674,MMT,0,,1,"68, 73",,0,0,1,0,0,111,CMAD,1,90.0,Excelsior,8199,Fourier,POINT (-89.5246731873813 43.07976522890625)
1163,13955,6150,6150,Terrace & N High Point (WB),This stop (#6150) is westbound on the 7798 block of Terrace Ave nearside High Point Rd (N),43.094658,-89.517052,MMT,0,,1,"70, 78",,0,0,0,0,0,111,CMID,3,270.0,Terrace,7798,N High Point,POINT (-89.51705113304293 43.09466022821613)
1164,13956,6154,6154,Odana & Smart Motors (WB),This stop (#6154) is westbound on the 5900 block of Odana Rd opposite Smart Motors,43.052474,-89.483414,MMT,0,,0,"63, 73",,0,0,0,0,0,111,CMAD,4,270.0,Odana,5900,Smart Motors,POINT (-89.48341326061538 43.05247624697861)
1165,13957,6157,6157,Donna & Northbrook (EB),This stop (#6157) is eastbound on the 7299 block of Donna Dr farside Northbrook Dr,43.105973,-89.506544,MMT,0,,0,"70, 72",,0,0,0,0,0,110,CMID,1,90.0,Donna,7299,Northbrook,POINT (-89.50654308815305 43.10597522778725)
1166,13958,6159,6159,S Gammon & Odana (NB),This stop (#6159) is northbound on the 499 block of Gammon Rd (S) farside Odana Rd,43.056859,-89.502622,MMT,0,,1,"63, 67",,0,0,1,0,0,111,CMAD,1,0.0,S Gammon,499,Odana,POINT (-89.50262124723849 43.05686122954398)
1167,13959,6161,6161,Old Sauk & Crestwood School (EB),This stop (#6161) is eastbound on the 5909 block of Old Sauk Rd opposite Crestwood Es Driveway,43.075134,-89.48157,MMT,0,,0,"15, 68",,0,0,0,0,0,111,CMAD,4,90.0,Old Sauk,5909,Crestwood School,POINT (-89.48156918790137 43.07513625040807)
1168,13960,6162,6162,University & Bristol (WB),This stop (#6162) is westbound on the 7300 block of University Ave farside Bristol St,43.097064,-89.506966,MMT,0,,1,None,,0,0,0,0,0,000,CMID,1,270.0,University,7300,Bristol,POINT (-89.506965117768 43.09706622798109)
1169,13961,6163,6163,Parview & Murphy (NB),This stop (#6163) is northbound on the 2199 block of Parview Rd nearside Murphy Dr,43.098317,-89.532012,MMT,0,,0,72,,0,0,0,0,0,100,CMID,3,0.0,Parview,2199,Murphy,POINT (-89.53201113010174 43.09831922853918)
1170,13962,6164,6164,Driveway & Prairie Towne (WB),This stop (#6164) is westbound on the 241 block of Prairie Towne Driveway adjacent Prairie Towne Center,43.063656,-89.525576,MMT,0,,1,"63, 68",,1,0,1,0,0,001,PRIV,2,270.0,Driveway,241,Prairie Towne,POINT (-89.52557524381703 43.06365822994997)
1171,13963,6165,6165,Excelsior & Associated Bank (NB),This stop (#6165) is northbound on the 8040 block of Excelsior Dr adjacent Associated Bank Bldg,43.077991,-89.524276,MMT,0,,1,"68, 73",,0,0,0,0,0,111,CMAD,2,0.0,Excelsior,8040,Associated Bank,POINT (-89.52427519423763 43.07799322950201)
1172,13964,6166,6166,Mineral Point & S High Point (WB),This stop (#6166) is westbound on the 7700 block of Mineral Point Rd farside High Point Rd (S),43.060717,-89.517931,MMT,0,,1,None,,0,0,0,0,0,000,CMAD,1,270.0,Mineral Point,7700,S High Point,POINT (-89.51793024756604 43.06071922996609)
1173,13965,6167,6167,Century & Allen (EB),This stop (#6167) is eastbound on the 6201 block of Century Ave nearside Allen Blvd,43.104085,-89.488128,MMT,0,,1,"70, 72, 78",,0,0,0,0,0,111,CMID,3,90.0,Century,6201,Allen,POINT (-89.48812709372321 43.10408724310838)
1174,13966,6169,6169,Odana & Research Park (EB),This stop (#6169) is eastbound on the 6101 block of Odana Rd nearside Research Park Blvd,43.053448,-89.486217,MMT,0,,1,"63, 73",,0,0,1,0,0,111,CMAD,3,90.0,Odana,6101,Research Park,POINT (-89.48621625782309 43.0534502437386)
1175,13967,6171,6171,Allen & Marshall Park (NB),This stop (#6171) is northbound on the 2053 block of Allen Blvd adjacent Marshall Park,43.094023,-89.485488,MMT,0,,1,"70, 72, 78",,0,0,0,0,0,111,CMID,2,0.0,Allen,2053,Marshall Park,POINT (-89.48548712633529 43.09402524580872)
1176,13968,6173,6173,Old Sauk & Excelsior (EB),This stop (#6173) is eastbound on the 8199 block of Old Sauk Rd farside Excelsior Dr,43.074759,-89.524419,MMT,0,,1,68,,0,0,0,0,0,001,CMAD,1,90.0,Old Sauk,8199,Excelsior,POINT (-89.52441820503337 43.07476122976357)
1177,13969,6176,6176,Old Sauk & N Gammon (WB),This stop (#6176) is westbound on the 6998 block of Old Sauk Rd nearside Gammon Rd (N),43.076717,-89.502201,MMT,0,,1,"15, 68",,0,0,0,0,0,111,CMAD,3,270.0,Old Sauk,6998,N Gammon,POINT (-89.50220018212207 43.07671922831011)
1178,13970,6177,6177,Branch & Maywood (NB),This stop (#6177) is northbound on the 2401 block of Branch St farside Maywood Ave,43.100591,-89.493324,MMT,0,,1,"70, 72",,0,0,0,0,0,110,CMID,1,0.0,Branch,2401,Maywood,POINT (-89.49332310402916 43.10059323650378)
1179,13971,6180,6180,Fourier & La Petite (SB),This stop (#6180) is southbound on the 1222 block of Fourier Dr adjacent La Petite Academy,43.08345,-89.526766,MMT,0,,1,73,,0,0,0,0,0,110,CMAD,2,180.0,Fourier,1222,La Petite,POINT (-89.52676517736205 43.08345222903367)
1180,13972,6182,6182,N Pleasant View & Fairway (SB),This stop (#6182) is southbound on the 2600 block of Pleasant View Rd (N) nearside Fairway Pl,43.103855,-89.536504,MMT,0,,0,72,,0,0,0,0,0,100,CMID,3,180.0,N Pleasant View,2600,Fairway,POINT (-89.53650311374146 43.10385722845137)
1181,13973,6188,6188,Odana & Research Park (WB),This stop (#6188) is westbound on the 6100 block of Odana Rd farside Research Park Blvd,43.053672,-89.486353,MMT,0,,1,"63, 73",,0,0,1,0,0,111,CMAD,1,270.0,Odana,6100,Research Park,POINT (-89.48635225701061 43.0536742435696)
1182,13974,6189,6189,Old Sauk & N High Point (EB),This stop (#6189) is eastbound on the 7899 block of Old Sauk Rd farside High Point Rd (N),43.074862,-89.518173,MMT,0,,1,"15, 68",,1,0,1,0,0,111,CMAD,1,90.0,Old Sauk,7899,N High Point,POINT (-89.51817219997626 43.07486422937685)
1183,13975,6192,6192,Park & Elmwood (SB),This stop (#6192) is southbound on the 1900 block of Park St nearside Elmwood Ave,43.09627,-89.501877,MMT,0,,1,"70, 78",,0,0,0,0,0,111,CMID,3,180.0,Park,1900,Elmwood,POINT (-89.50187611788279 43.09627222820113)
1184,13976,6193,6193,Watts & Commerce (EB),This stop (#6193) is eastbound on the 8199 block of Watts Rd farside Commerce Dr,43.054894,-89.522465,MMT,0,,1,"63, 73",,1,0,1,0,0,111,CMAD,1,90.0,Watts,8199,Commerce,POINT (-89.52246427041143 43.05489623007111)
1185,13977,6196,6196,Middleton & South (SB),This stop (#6196) is southbound on the 1698 block of Middleton St farside South Ave,43.092998,-89.508912,MMT,0,,1,"70, 78",,0,0,0,0,0,111,CMID,1,180.0,Middleton,1698,South,POINT (-89.50891113270858 43.09300022837898)
1186,13978,6197,6197,Colony & S Gammon (EB),This stop (#6197) is eastbound on the 6999 block of Colony Dr farside Gammon Rd (S),43.068319,-89.502166,MMT,0,,1,None,,0,0,0,0,0,000,CMAD,1,90.0,Colony,6999,S Gammon,POINT (-89.50216521029704 43.06832122899399)
1187,13979,6199,6199,Watts & Walmart (EB),This stop (#6199) is eastbound on the 7199 block of Watts Rd opposite Walmart Driveway,43.050366,-89.506983,MMT,0,,1,"63, 73",,0,0,0,0,0,111,CMAD,4,90.0,Watts,7199,Walmart,POINT (-89.50698227289695 43.0503682298623)
1188,13980,6204,6204,Watts & N Burberry (WB),This stop (#6204) is westbound on the 7500 block of Watts Rd farside Burberry Dr (N),43.051158,-89.514142,MMT,0,,1,"63, 73",,0,0,0,0,0,111,CMAD,1,270.0,Watts,7500,N Burberry,POINT (-89.5141412766264 43.05116022982936)
1189,13981,6205,6205,Allen & Century (NB),This stop (#6205) is northbound on the 2601 block of Allen Blvd nearside Century Ave,43.103486,-89.486077,MMT,0,,0,"70, 72, 78",,0,0,0,0,0,111,CMID,3,0.0,Allen,2601,Century,POINT (-89.4860760962614 43.10348824587688)
1190,13982,6207,6207,Century & Donna (EB),This stop (#6207) is eastbound on the 6799 block of Century Ave farside Donna Dr,43.106112,-89.49801,MMT,0,,1,"70, 72, 78",,0,0,0,0,0,111,CMID,1,90.0,Century,6799,Donna,POINT (-89.49800908433299 43.10611423018562)
1191,13983,6208,6208,Park Lawn & Franklin (SB),This stop (#6208) is southbound on the 2100 block of Park Lawn Pl nearside Franklin Ave,43.098462,-89.504387,MMT,0,,0,"70, 72",,0,0,0,0,0,110,CMID,3,180.0,Park Lawn,2100,Franklin,POINT (-89.50438611180792 43.09846422841365)
1192,13984,6213,6213,University & Branch (EB),This stop (#6213) is eastbound on the 6699 block of University Ave farside Branch St,43.096158,-89.49553,MMT,0,,1,72,,0,0,1,0,0,100,CMID,1,90.0,University,6699,Branch,POINT (-89.49552911748167 43.09616023381435)
1193,13985,6218,6218,Deming & John Deere (SB),This stop (#6218) is southbound on the 998 block of Deming Way opposite John Deere Credit,43.079183,-89.53308,MMT,0,,1,73,,0,0,0,0,0,110,CMAD,4,180.0,Deming,998,John Deere,POINT (-89.5330791957865 43.07918522970709)
1194,13986,6223,6223,Odana & Grand Canyon (EB),This stop (#6223) is eastbound on the 6699 block of Odana Rd farside Grand Canyon Dr,43.056183,-89.49587,MMT,0,,1,"63, 73",,0,0,1,0,0,111,CMAD,1,90.0,Odana,6699,Grand Canyon,POINT (-89.49586924828786 43.05618523360989)
1195,13987,6226,6226,Murphy & Eagle (WB),This stop (#6226) is westbound on the 8400 block of Murphy Dr nearside Eagle Dr,43.098536,-89.527554,MMT,0,,0,72,,0,0,0,0,0,100,CMID,3,270.0,Murphy,8400,Eagle,POINT (-89.52755312600007 43.09853822875092)
1196,13988,6231,6231,Deming & Murphy (NB),This stop (#6231) is northbound on the 2201 block of Deming Way farside Murphy Dr,43.098307,-89.522552,MMT,0,,0,"70, 72, 78",,0,0,0,0,0,111,CMID,1,0.0,Deming,2201,Murphy,POINT (-89.5225511240079 43.09830922837082)
1197,13989,6232,6232,Airport & Deming (WB),This stop (#6232) is westbound on the 8400 block of Airport Rd farside Deming Way,43.111471,-89.529574,MMT,0,,0,72,,0,0,0,0,0,100,CMID,1,270.0,Airport,8400,Deming,POINT (-89.52957308351911 43.11147322761298)
1198,13990,6233,6233,Old Sauk & Ozark (EB),This stop (#6233) is eastbound on the 6299 block of Old Sauk Rd farside Ozark Trl,43.075104,-89.488705,MMT,0,,1,"15, 68",,0,0,0,0,0,111,CMAD,1,90.0,Old Sauk,6299,Ozark,POINT (-89.48870418714461 43.07510624151384)
1199,13991,6237,6237,Watts & Princeton Club (EB),This stop (#6237) is eastbound on the 8051 block of Watts Rd opposite Princeton Club,43.054081,-89.52081,MMT,0,,1,"63, 73",,0,0,0,0,0,111,CMAD,4,90.0,Watts,8051,Princeton Club,POINT (-89.52080927223469 43.05408323054275)
1200,13992,6238,6238,Parmenter & Franklin (SB),This stop (#6238) is southbound on the 2100 block of Parmenter St nearside Franklin Ave,43.098234,-89.511635,MMT,0,,1,None,,0,0,0,0,0,000,CMID,3,180.0,Parmenter,2100,Franklin,POINT (-89.51163411683005 43.09823622824027)
1201,13993,6239,6239,Masthead & Island (EB),This stop (#6239) is eastbound on the 6201 block of Masthead Dr nearside Island Dr,43.063135,-89.486633,MMT,0,,1,None,,0,0,0,0,0,000,CMAD,3,90.0,Masthead,6201,Island,POINT (-89.48663222662113 43.06313724410874)
1202,13994,6240,6240,Deming & Market (SB),This stop (#6240) is southbound on the 1700 block of Deming Way nearside Market St,43.093243,-89.526617,MMT,0,,1,None,,0,0,0,0,0,000,CMID,3,180.0,Deming,1700,Market,POINT (-89.52661614323176 43.09324522911846)
1203,13995,6241,6241,Odana & Potomac (EB),This stop (#6241) is eastbound on the 6501 block of Odana Rd nearside Potomac Ln,43.054905,-89.491599,MMT,0,,1,"63, 73",,0,0,0,0,0,111,CMAD,3,90.0,Odana,6501,Potomac,POINT (-89.49159825284013 43.05490723903016)
1204,13996,6243,6243,University & Capital (NB),This stop (#6243) is northbound on the 5600 block of University Ave farside Capital Ave,43.084644,-89.477677,MMT,0,,1,"70, 72, 78",,0,0,0,0,0,111,CMAD,1,0.0,University,5600,Capital,POINT (-89.47767615775447 43.08464625521804)
1205,13997,6244,6244,Offshore & Yellowstone (WB),This stop (#6244) is westbound on the 6498 block of Offshore Dr nearside Yellowstone Dr (S),43.063418,-89.493237,MMT,0,,1,None,,0,0,0,0,0,000,CMAD,3,270.0,Offshore,6498,Yellowstone,POINT (-89.49323622442162 43.06342023618235)
1206,13998,6245,6245,Old Sauk & Saukdale (EB),This stop (#6245) is eastbound on the 7215 block of Old Sauk Rd nearside Saukdale Way,43.075038,-89.509322,MMT,0,,1,"15, 68",,0,0,0,0,0,111,CMAD,3,90.0,Old Sauk,7215,Saukdale,POINT (-89.50932119214797 43.07504022860692)
1207,13999,6246,6246,Excelsior & Fourier (WB),This stop (#6246) is westbound on the 8200 block of Excelsior Dr farside Fourier Dr,43.080291,-89.525045,MMT,0,,1,68,,0,0,1,0,0,001,CMAD,1,270.0,Excelsior,8200,Fourier,POINT (-89.52504418620089 43.08029322904626)
1208,14000,6253,6253,Randolph & Westward (NB),This stop (#6253) is northbound on the 313 block of Randolph Dr nearside Westward Way,43.061285,-89.512501,MMT,0,,1,15,,0,0,1,0,0,110,CMAD,3,0.0,Randolph,313,Westward,POINT (-89.51250024144282 43.06128722935804)
1209,14001,6256,6256,Parmenter & Donna (SB),This stop (#6256) is southbound on the 2898 block of Parmenter St farside Donna Dr,43.105585,-89.511052,MMT,0,,1,78,,0,0,0,0,0,001,CMID,1,180.0,Parmenter,2898,Donna,POINT (-89.51105109243001 43.10558722760516)
1210,14002,6258,6258,Excelsior & John Deere (SB),This stop (#6258) is southbound on the 8400 block of Excelsior Dr adjacent John Deere Credit,43.079464,-89.529426,MMT,0,,1,68,,0,0,0,0,0,001,CMAD,2,180.0,Excelsior,8400,John Deere,POINT (-89.52942519193697 43.07946622921725)
1211,14003,6261,6261,Deming & Terrace (NB),This stop (#6261) is northbound on the 1851 block of Deming Way nearside Terrace Ave,43.095244,-89.523437,MMT,0,,0,"70, 72, 78",,0,0,0,0,0,111,CMID,3,0.0,Deming,1851,Terrace,POINT (-89.52343613443927 43.0952462289745)
1212,14004,6264,6264,Century & Parmenter (WB),This stop (#6264) is westbound on the 7500 block of Century Ave farside Parmenter St,43.1117,-89.51064,MMT,0,,0,72,,0,0,0,0,0,100,CMID,1,270.0,Century,7500,Parmenter,POINT (-89.5106390715692 43.11170222726553)
1213,14005,6265,6265,Tokay & Odana (NB),This stop (#6265) is northbound on the 5799 block of Tokay Blvd farside Odana Rd,43.051651,-89.481044,MMT,0,,1,"63, 73",,0,0,0,0,0,111,CMAD,1,0.0,Tokay,5799,Odana,POINT (-89.48104326349042 43.05165324915499)
1214,14006,6266,6266,Odana & Potomac (WB),This stop (#6266) is westbound on the 6500 block of Odana Rd farside Potomac Ln,43.05512,-89.491784,MMT,0,,1,"63, 73",,0,0,0,0,0,111,CMAD,1,270.0,Odana,6500,Potomac,POINT (-89.49178325113864 43.05512223850664)
1215,14007,6269,6269,S Gammon & Watts (NB),This stop (#6269) is northbound on the 699 block of Gammon Rd (S) farside Watts Rd,43.050512,-89.502874,MMT,0,,1,"55, 63, 73",,0,0,1,0,0,111,CMAD,1,0.0,S Gammon,699,Watts,POINT (-89.50287326863338 43.05051422985387)
1216,14008,6270,6270,Pinehurst & S Greenview (SB),This stop (#6270) is southbound on the 2050 block of Pinehurst Dr nearside Greenview Dr (S),43.097137,-89.54037,MMT,0,,0,72,,0,0,0,0,0,100,CMID,3,180.0,Pinehurst,2050,S Greenview,POINT (-89.54036913868144 43.09713922865093)
1217,14009,6277,6277,Randolph & Tree (NB),This stop (#6277) is northbound on the 201 block of Randolph Dr nearside Tree Ln,43.064015,-89.512431,MMT,0,,1,15,,0,0,1,0,0,110,CMAD,3,0.0,Randolph,201,Tree,POINT (-89.51243023116102 43.06401722987627)
1218,14010,6279,6279,Junction & U W Health (NB),This stop (#6279) is northbound on the 401 block of Junction Rd adjacent U W Health,43.069647,-89.524622,MMT,0,,1,"68, 73",,0,0,0,0,0,111,CMAD,2,0.0,Junction,401,U W Health,POINT (-89.52462122230796 43.06964922988922)
1219,14011,6281,6281,West Towne & D'onofrio (EB),This stop (#6281) is eastbound on the 7499 block of West Towne Way farside D'onofrio Dr,43.057488,-89.513817,MMT,0,,1,67,,0,0,1,0,0,111,CMAD,1,90.0,West Towne,7499,D'onofrio,POINT (-89.51381625517008 43.05749022937187)
1220,14012,6282,6282,Greenway & Gialamas (SB),This stop (#6282) is southbound on the 8600 block of Greenway Blvd farside Gialamas Way,43.085995,-89.534474,MMT,0,,0,None,,0,0,0,0,0,000,CMID,1,180.0,Greenway,8600,Gialamas,POINT (-89.53447317375985 43.08599722885443)
1221,14013,6288,6288,Century & Donna (WB),This stop (#6288) is westbound on the 6800 block of Century Ave farside Donna Dr,43.106685,-89.498394,MMT,0,,1,"70, 72, 78",,0,0,0,0,0,111,CMID,1,270.0,Century,6800,Donna,POINT (-89.49839308225883 43.10668722966516)
1222,14014,6291,6291,University & Allen (EB),This stop (#6291) is eastbound on the 6199 block of University Ave farside Allen Blvd,43.089287,-89.485669,MMT,0,,1,"70, 72, 78",,0,0,1,0,0,111,CMAD,1,90.0,University,6199,Allen,POINT (-89.485668141819 43.0892892453091)
1223,14015,6296,6296,Tokay & U W Research Park (WB),This stop (#6296) is westbound on the 5750 block of Tokay Blvd adjacent U W Research Park,43.053585,-89.480355,MMT,0,,0,"63, 73",,0,0,0,0,0,111,CMAD,2,270.0,Tokay,5750,U W Research Park,POINT (-89.48035425692935 43.05358725075938)
1224,14016,6300,6300,Nautilus & Offshore (SB),This stop (#6300) is southbound on the 298 block of Nautilus Dr nearside Offshore Dr,43.063277,-89.488818,MMT,0,,1,None,,0,0,0,0,0,000,CMAD,3,180.0,Nautilus,298,Offshore,POINT (-89.48881722565689 43.06327924131296)
1225,14017,6301,6301,Allen & Mendota (NB),This stop (#6301) is northbound on the 2201 block of Allen Blvd farside Mendota Ave,43.096566,-89.485737,MMT,0,,0,"70, 72, 78",,0,0,0,0,0,111,CMID,1,0.0,Allen,2201,Mendota,POINT (-89.48573611876844 43.09656824583181)
1226,14018,6304,6304,Deming & Terrace (SB),This stop (#6304) is southbound on the 1850 block of Deming Way nearside Terrace Ave,43.095477,-89.523721,MMT,0,,0,"70, 72, 78",,0,0,0,0,0,111,CMID,3,180.0,Deming,1850,Terrace,POINT (-89.5237201343852 43.09547922832845)
1227,14019,6306,6306,Branch & Maywood (SB),This stop (#6306) is southbound on the 2398 block of Branch St farside Maywood Ave,43.100098,-89.493743,MMT,0,,1,"70, 72",,0,0,0,0,0,110,CMID,1,180.0,Branch,2398,Maywood,POINT (-89.49374210578162 43.10010023570462)
1228,14020,6309,6309,Sawmill & N Westfield (EB),This stop (#6309) is eastbound on the 7399 block of Sawmill Rd farside Westfield Rd (N),43.079882,-89.509278,MMT,0,,0,15,,0,0,0,0,0,110,CMAD,1,90.0,Sawmill,7399,N Westfield,POINT (-89.50927717689717 43.07988422848102)
1229,14021,6311,6311,Market & Deming (EB),This stop (#6311) is eastbound on the 8401 block of Market St nearside Deming Way,43.093092,-89.527299,MMT,0,,0,None,,0,0,0,0,0,000,CMID,3,90.0,Market,8401,Deming,POINT (-89.5272981445372 43.09309422891923)
1230,14022,6313,6313,Terrace & N High Point (EB),This stop (#6313) is eastbound on the 7799 block of Terrace Ave farside High Point Rd (N),43.094434,-89.516842,MMT,0,,1,"70, 78",,0,0,0,0,0,111,CMID,1,90.0,Terrace,7799,N High Point,POINT (-89.51684113275127 43.09443622876312)
1231,14023,6318,6318,Allen & Maywood (SB),This stop (#6318) is southbound on the 2398 block of Allen Blvd farside Maywood Ave,43.100218,-89.486543,MMT,0,,0,"70, 72, 78",,0,0,0,0,0,111,CMID,1,180.0,Allen,2398,Maywood,POINT (-89.48654210689003 43.10022024494139)
1232,14024,6319,6319,Odana & Smart Motors (EB),This stop (#6319) is eastbound on the 5901 block of Odana Rd adjacent Smart Motors,43.052366,-89.483698,MMT,0,,1,"63, 73",,0,0,0,0,0,111,CMAD,2,90.0,Odana,5901,Smart Motors,POINT (-89.48369726052618 43.05236824660325)
1233,14025,6322,6322,University & Gateway (SB),This stop (#6322) is southbound on the 6301 block of University Ave nearside Gateway St (N),43.092391,-89.490204,MMT,0,,1,72,,1,0,1,0,0,100,CMID,3,180.0,University,6301,Gateway,POINT (-89.49020313099354 43.09239324060591)
1234,14026,6323,6323,Inner & Gettysburg (EB),This stop (#6323) is eastbound on the 6699 block of Inner Dr farside Gettysburg Dr,43.067427,-89.496685,MMT,0,,0,None,,0,0,0,0,0,000,CMAD,1,90.0,Inner,6699,Gettysburg,POINT (-89.4966842113635 43.06742923316558)
1235,14027,6325,6325,Voss & Middleton (EB),This stop (#6325) is eastbound on the 7399 block of Voss Pkwy farside Middleton St,43.089265,-89.508166,MMT,0,,0,"70, 78",,0,0,0,0,0,111,CMID,1,90.0,Voss,7399,Middleton,POINT (-89.5081651443039 43.08926722792192)
1236,14028,6326,6326,University & Heim (SB),This stop (#6326) is southbound on the 5999 block of University Ave farside Heim Ave,43.08756,-89.482754,MMT,0,,1,"70, 72, 78",,0,0,0,0,0,111,CMAD,1,180.0,University,5999,Heim,POINT (-89.48275314824666 43.08756224918739)
1237,14029,6327,6327,N Westfield & Old Sauk (NB),This stop (#6327) is northbound on the 701 block of Westfield Rd (N) farside Old Sauk Rd,43.075442,-89.507359,MMT,0,,0,15,,0,0,0,0,0,110,CMAD,1,0.0,N Westfield,701,Old Sauk,POINT (-89.5073581898497 43.07544422890225)
1238,14030,6330,6330,Mineral Point & Grand Canyon (WB),This stop (#6330) is westbound on the 6700 block of Mineral Point Rd farside Grand Canyon Dr,43.060936,-89.497529,MMT,0,,1,67,,0,0,0,0,0,111,CMAD,1,270.0,Mineral Point,6700,Grand Canyon,POINT (-89.49752823325056 43.06093823182498)
